gene_id,annotation
group_0096_genome_022_0,efflux pump
group_0096_genome_023_0,efflux pump
group_0096_genome_024_0,hypothetical protein
group_0096_genome_025_0,efflux pump
group_0096_genome_026_0,efflux pump
group_0096_genome_027_0,hypothetical protein
group_0096_genome_028_0,efflux pump
group_0096_genome_029_0,efflux pump
group_0096_genome_030_0,efflux pump
group_0097_genome_002_0,DNA polymerase
group_0097_genome_002_1,DNA polymerase
group_0097_genome_003_0,hypothetical protein
group_0097_genome_006_0,DNA polymerase
group_0097_genome_008_0,DNA polymerase
group_0097_genome_009_0,hypothetical protein
group_0097_genome_011_0,DNA polymerase
group_0097_genome_013_0,DNA polymerase
group_0097_genome_015_0,DNA polymerase
group_0097_genome_017_0,unknown function
group_0097_genome_018_0,hypothetical protein
group_0097_genome_019_0,DNA polymerase
group_0097_genome_020_0,DNA polymerase
group_0097_genome_021_0,membrane protein
group_0097_genome_024_0,DNA polymerase
group_0097_genome_025_0,DNA polymerase
group_0097_genome_026_0,DNA polymerase
group_0097_genome_028_0,DNA polymerase
group_0097_genome_029_0,DNA polymerase
group_0097_genome_030_0,unknown function
group_0098_genome_001_0,virulence factor
group_0098_genome_001_1,virulence factor
group_0098_genome_004_0,virulence factor
group_0098_genome_005_0,virulence factor
group_0098_genome_006_0,virulence factor
group_0098_genome_007_0,virulence factor
group_0098_genome_008_0,virulence factor
group_0098_genome_009_0,virulence factor
group_0098_genome_010_0,virulence factor
group_0098_genome_011_0,virulence factor
group_0098_genome_012_0,virulence factor
group_0098_genome_013_0,virulence factor
group_0098_genome_014_0,virulence factor
group_0098_genome_015_0,virulence factor
group_0098_genome_016_0,virulence factor
group_0098_genome_017_0,virulence factor
group_0098_genome_018_0,virulence factor
group_0098_genome_019_0,virulence factor
group_0098_genome_020_0,virulence factor
group_0098_genome_022_0,virulence factor
group_0098_genome_023_0,virulence factor
group_0098_genome_024_0,virulence factor
group_0098_genome_028_0,virulence factor
group_0099_genome_022_0,efflux pump
group_0100_genome_001_0,unknown function
group_0100_genome_002_0,efflux pump
group_0100_genome_003_0,efflux pump
group_0100_genome_004_0,efflux pump
group_0100_genome_005_0,efflux pump
group_0100_genome_006_0,efflux pump
group_0100_genome_007_0,efflux pump
group_0100_genome_008_0,efflux pump
group_0100_genome_009_0,efflux pump
group_0100_genome_010_0,efflux pump
group_0100_genome_011_0,efflux pump
group_0100_genome_012_0,efflux pump
group_0100_genome_013_0,efflux pump
group_0100_genome_014_0,hypothetical protein
group_0100_genome_015_0,efflux pump
group_0100_genome_016_0,hypothetical protein
group_0100_genome_017_0,efflux pump
group_0100_genome_018_0,efflux pump
group_0100_genome_019_0,membrane protein
group_0100_genome_020_0,efflux pump
group_0100_genome_021_0,efflux pump
group_0100_genome_022_0,efflux pump
group_0100_genome_023_0,efflux pump
group_0100_genome_024_0,efflux pump
group_0100_genome_025_0,efflux pump
group_0100_genome_026_0,efflux pump
group_0100_genome_027_0,efflux pump
group_0100_genome_029_0,efflux pump
group_0100_genome_030_0,efflux pump
group_0101_genome_002_0,virulence factor
group_0101_genome_004_0,virulence factor
group_0101_genome_008_0,virulence factor
group_0101_genome_024_0,virulence factor
group_0102_genome_011_0,virulence factor
group_0102_genome_017_0,virulence factor
group_0103_genome_001_0,flagellar protein
group_0103_genome_002_0,flagellar protein
group_0103_genome_003_0,flagellar protein
group_0103_genome_004_0,flagellar protein
group_0103_genome_005_0,flagellar protein
group_0103_genome_006_0,hypothetical protein
group_0103_genome_007_0,flagellar protein
group_0103_genome_008_0,membrane protein
group_0103_genome_009_0,flagellar protein
group_0103_genome_010_0,flagellar protein
group_0103_genome_011_0,unknown function
group_0103_genome_012_0,flagellar protein
group_0103_genome_013_0,flagellar protein
group_0103_genome_015_0,flagellar protein
group_0103_genome_016_0,hypothetical protein
group_0103_genome_017_0,flagellar protein
group_0103_genome_018_0,flagellar protein
group_0103_genome_019_0,flagellar protein
group_0103_genome_020_0,flagellar protein
group_0103_genome_021_0,membrane protein
group_0103_genome_022_0,flagellar protein
group_0103_genome_023_0,flagellar protein
group_0103_genome_024_0,flagellar protein
group_0103_genome_025_0,flagellar protein
group_0103_genome_026_0,membrane protein
group_0103_genome_027_0,unknown function
group_0103_genome_028_0,flagellar protein
group_0103_genome_030_0,flagellar protein
group_0104_genome_001_0,hypothetical protein
group_0104_genome_003_0,hypothetical protein
group_0104_genome_005_0,hypothetical protein
group_0104_genome_006_0,hypothetical protein
group_0104_genome_009_0,hypothetical protein
group_0104_genome_010_0,hypothetical protein
group_0104_genome_011_0,hypothetical protein
group_0104_genome_012_0,hypothetical protein
group_0104_genome_013_0,hypothetical protein
group_0104_genome_014_0,hypothetical protein
group_0104_genome_015_0,hypothetical protein
group_0104_genome_016_0,unknown function
group_0104_genome_019_0,hypothetical protein
group_0104_genome_021_0,hypothetical protein
group_0104_genome_022_0,hypothetical protein
group_0104_genome_023_0,hypothetical protein
group_0104_genome_025_0,hypothetical protein
group_0104_genome_027_0,hypothetical protein
group_0104_genome_027_1,unknown function
group_0104_genome_028_0,hypothetical protein
group_0104_genome_029_0,hypothetical protein
group_0105_genome_001_0,hypothetical protein
group_0105_genome_002_0,membrane transporter
group_0105_genome_003_0,membrane transporter
group_0105_genome_004_0,membrane transporter
group_0105_genome_005_0,membrane transporter
group_0105_genome_006_0,membrane transporter
group_0105_genome_007_0,membrane transporter
group_0105_genome_008_0,membrane transporter
group_0105_genome_009_0,membrane transporter
group_0105_genome_010_0,membrane transporter
group_0105_genome_011_0,membrane transporter
group_0105_genome_012_0,membrane transporter
group_0105_genome_013_0,membrane transporter
group_0105_genome_014_0,membrane transporter
group_0105_genome_015_0,membrane transporter
group_0105_genome_016_0,membrane transporter
group_0105_genome_017_0,membrane transporter
group_0105_genome_018_0,unknown function
group_0105_genome_019_0,membrane transporter
group_0105_genome_020_0,unknown function
group_0105_genome_021_0,membrane transporter
group_0105_genome_022_0,hypothetical protein
group_0105_genome_023_0,membrane transporter
group_0105_genome_024_0,membrane protein
group_0105_genome_025_0,membrane transporter
group_0105_genome_026_0,membrane transporter
group_0105_genome_027_0,membrane transporter
group_0105_genome_028_0,unknown function
group_0105_genome_029_0,membrane transporter
group_0105_genome_030_0,membrane transporter
group_0106_genome_010_0,membrane transporter
group_0106_genome_028_0,membrane transporter
group_0107_genome_001_0,efflux pump
group_0107_genome_004_0,efflux pump
group_0107_genome_006_0,efflux pump
group_0107_genome_007_0,efflux pump
group_0107_genome_008_0,efflux pump
group_0107_genome_010_0,efflux pump
group_0107_genome_011_0,efflux pump
group_0107_genome_013_0,efflux pump
group_0107_genome_016_0,efflux pump
group_0107_genome_018_0,efflux pump
group_0107_genome_020_0,efflux pump
group_0107_genome_022_0,efflux pump
group_0107_genome_023_0,efflux pump
group_0107_genome_024_0,efflux pump
group_0107_genome_025_0,efflux pump
group_0107_genome_027_0,efflux pump
group_0107_genome_028_0,efflux pump
group_0107_genome_029_0,efflux pump
group_0108_genome_001_0,flagellar protein
group_0108_genome_002_0,flagellar protein
group_0108_genome_003_0,flagellar protein
group_0108_genome_004_0,flagellar protein
group_0108_genome_005_0,flagellar protein
group_0108_genome_006_0,flagellar protein
group_0108_genome_007_0,flagellar protein
group_0108_genome_008_0,flagellar protein
group_0108_genome_009_0,flagellar protein
group_0108_genome_010_0,flagellar protein
group_0108_genome_011_0,unknown function
group_0108_genome_012_0,flagellar protein
group_0108_genome_013_0,unknown function
group_0108_genome_014_0,flagellar protein
group_0108_genome_015_0,flagellar protein
group_0108_genome_016_0,flagellar protein
group_0108_genome_017_0,unknown function
group_0108_genome_018_0,flagellar protein
group_0108_genome_019_0,flagellar protein
group_0108_genome_020_0,flagellar protein
group_0108_genome_021_0,flagellar protein
group_0108_genome_022_0,flagellar protein
group_0108_genome_023_0,unknown function
group_0108_genome_024_0,flagellar protein
group_0108_genome_025_0,flagellar protein
group_0108_genome_026_0,membrane protein
group_0108_genome_029_0,flagellar protein
group_0109_genome_001_0,flagellar protein
group_0109_genome_002_0,flagellar protein
group_0109_genome_003_0,flagellar protein
group_0109_genome_004_0,flagellar protein
group_0109_genome_005_0,flagellar protein
group_0109_genome_006_0,flagellar protein
group_0109_genome_007_0,membrane protein
group_0109_genome_008_0,membrane protein
group_0109_genome_009_0,flagellar protein
group_0109_genome_010_0,membrane protein
group_0109_genome_011_0,flagellar protein
group_0109_genome_011_1,membrane protein
group_0109_genome_012_0,flagellar protein
group_0109_genome_013_0,membrane protein
group_0109_genome_014_0,flagellar protein
group_0109_genome_015_0,flagellar protein
group_0109_genome_016_0,flagellar protein
group_0109_genome_017_0,flagellar protein
group_0109_genome_018_0,membrane protein
group_0109_genome_019_0,flagellar protein
group_0109_genome_020_0,flagellar protein
group_0109_genome_021_0,unknown function
group_0109_genome_022_0,flagellar protein
group_0109_genome_023_0,flagellar protein
group_0109_genome_024_0,flagellar protein
group_0109_genome_025_0,flagellar protein
group_0109_genome_026_0,flagellar protein
group_0109_genome_027_0,flagellar protein
group_0109_genome_028_0,flagellar protein
group_0109_genome_029_0,flagellar protein
group_0109_genome_030_0,flagellar protein
group_0110_genome_001_0,membrane protein
group_0110_genome_002_0,hypothetical protein
group_0110_genome_004_0,hypothetical protein
group_0110_genome_005_0,hypothetical protein
group_0110_genome_005_1,hypothetical protein
group_0110_genome_006_0,hypothetical protein
group_0110_genome_007_0,hypothetical protein
group_0110_genome_008_0,membrane protein
group_0110_genome_012_0,hypothetical protein
group_0110_genome_015_0,hypothetical protein
group_0110_genome_016_0,hypothetical protein
group_0110_genome_018_0,hypothetical protein
group_0110_genome_019_0,hypothetical protein
group_0110_genome_021_0,hypothetical protein
group_0110_genome_022_0,hypothetical protein
group_0110_genome_024_0,hypothetical protein
group_0110_genome_025_0,hypothetical protein
group_0110_genome_026_0,hypothetical protein
group_0110_genome_028_0,hypothetical protein
group_0110_genome_030_0,hypothetical protein
group_0111_genome_001_0,hypothetical protein
group_0111_genome_002_0,hypothetical protein
group_0111_genome_003_0,hypothetical protein
group_0111_genome_007_0,hypothetical protein
group_0111_genome_010_0,hypothetical protein
group_0111_genome_011_0,hypothetical protein
group_0111_genome_012_0,hypothetical protein
group_0111_genome_013_0,unknown function
group_0111_genome_014_0,hypothetical protein
group_0111_genome_017_0,hypothetical protein
group_0111_genome_018_0,hypothetical protein
group_0111_genome_019_0,hypothetical protein
group_0111_genome_026_0,hypothetical protein
group_0111_genome_027_0,hypothetical protein
group_0111_genome_028_0,hypothetical protein
group_0111_genome_029_0,hypothetical protein
group_0112_genome_002_0,hypothetical protein
group_0112_genome_008_0,hypothetical protein
group_0112_genome_009_0,unknown function
group_0112_genome_011_0,hypothetical protein
group_0112_genome_012_0,unknown function
group_0112_genome_014_0,hypothetical protein
group_0112_genome_015_0,hypothetical protein
group_0112_genome_016_0,hypothetical protein
group_0112_genome_017_0,hypothetical protein
group_0112_genome_018_0,hypothetical protein
group_0112_genome_020_0,hypothetical protein
group_0112_genome_022_0,unknown function
group_0112_genome_024_0,hypothetical protein
group_0112_genome_026_0,hypothetical protein
group_0112_genome_029_0,hypothetical protein
group_0112_genome_030_0,hypothetical protein
group_0114_genome_001_0,beta-lactamase
group_0114_genome_002_0,beta-lactamase
group_0114_genome_003_0,beta-lactamase
group_0114_genome_005_0,beta-lactamase
group_0114_genome_006_0,beta-lactamase
group_0114_genome_007_0,beta-lactamase
group_0114_genome_008_0,beta-lactamase
group_0114_genome_009_0,beta-lactamase
group_0114_genome_010_0,beta-lactamase
group_0114_genome_011_0,beta-lactamase
group_0114_genome_012_0,beta-lactamase
group_0114_genome_013_0,beta-lactamase
group_0114_genome_014_0,beta-lactamase
group_0114_genome_015_0,beta-lactamase
group_0114_genome_016_0,membrane protein
group_0114_genome_017_0,beta-lactamase
group_0114_genome_018_0,beta-lactamase
group_0114_genome_018_1,beta-lactamase
group_0114_genome_019_0,beta-lactamase
group_0114_genome_020_0,beta-lactamase
group_0114_genome_021_0,beta-lactamase
group_0114_genome_022_0,beta-lactamase
group_0114_genome_023_0,hypothetical protein
group_0114_genome_024_0,beta-lactamase
group_0114_genome_025_0,beta-lactamase
group_0114_genome_026_0,beta-lactamase
group_0114_genome_027_0,beta-lactamase
group_0114_genome_028_0,beta-lactamase
group_0114_genome_029_0,beta-lactamase
group_0115_genome_001_0,hypothetical protein
group_0115_genome_002_0,membrane protein
group_0115_genome_003_0,hypothetical protein
group_0115_genome_004_0,hypothetical protein
group_0115_genome_005_0,hypothetical protein
group_0115_genome_007_0,hypothetical protein
group_0115_genome_008_0,hypothetical protein
